year,color,total_quantity
2013.0,Dark Brown,865
2013.0,Dark Green,771
2013.0,Dark Orange,218
2013.0,Dark Pink,405
2013.0,Dark Purple,285
2013.0,Dark Red,1739
2013.0,Dark Tan,4277
2013.0,Flat Silver,902
2013.0,Glow in Dark White,19
2013.0,Green,2470
2013.0,Lavender,29
2013.0,Light Aqua,18
2013.0,Light Bluish Gray,18679
2013.0,Light Nougat,21
2013.0,Lime,1601
2013.0,Magenta,184
2013.0,Medium Azure,279
2013.0,Medium Blue,519
2013.0,Medium Lavender,164
2013.0,Medium Nougat,193
2013.0,Metallic Gold,37
2013.0,Metallic Silver,224
2013.0,Nougat,1
2013.0,Olive Green,506
2013.0,Orange,1523
2013.0,Pearl Gold,1112
2013.0,Pearl Titanium,265
2013.0,Red,8207
2013.0,Reddish Brown,5633
2013.0,Sand Blue,1
2013.0,Sand Green,48
2013.0,Speckle Black-Silver,1
2013.0,Tan,5420
2013.0,Trans-Bright Green,70
2013.0,Trans-Brown,980
2013.0,Trans-Clear,1339
2013.0,Trans-Dark Blue,724
2013.0,Trans-Dark Pink,123
2013.0,Trans-Green,186
2013.0,Trans-Light Blue,1555
2013.0,Trans-Medium Blue,45
2013.0,Trans-Neon Green,259
2013.0,Trans-Neon Orange,106
2013.0,Trans-Orange,634
2013.0,Trans-Purple,106
2013.0,Trans-Red,927
2013.0,Trans-Yellow,600
2013.0,Very Light Bluish Gray,14
2013.0,White,12883
2013.0,Yellow,4931
2013.0,[No Color/Any Color],342
2014.0,Black,27127
2014.0,Blue,6906
2014.0,Bright Green,628
2014.0,Bright Light Blue,76
2014.0,Bright Light Orange,817
2014.0,Bright Light Yellow,105
2014.0,Bright Pink,807
2014.0,Chrome Gold,22
2014.0,Chrome Silver,32
2014.0,Dark Azure,160
2014.0,Dark Blue,857
2014.0,Dark Bluish Gray,15765
2014.0,Dark Brown,778
2014.0,Dark Green,722
2014.0,Dark Orange,493
2014.0,Dark Pink,610
2014.0,Dark Purple,575
2014.0,Dark Red,1057
2014.0,Dark Tan,1416
2014.0,Flat Silver,1674
2014.0,Glow in Dark White,137
2014.0,Green,2342
2014.0,Lavender,52
2014.0,Light Aqua,81
2014.0,Light Bluish Gray,24098
2014.0,Light Nougat,12
2014.0,Lime,1680
2014.0,Magenta,567
2014.0,Medium Azure,799
2014.0,Medium Blue,618
2014.0,Medium Lavender,374
2014.0,Medium Nougat,512
2014.0,Metallic Gold,8
2014.0,Metallic Silver,174
2014.0,Nougat,32
2014.0,Olive Green,1066
2014.0,Orange,1871
2014.0,Pearl Gold,1829
2014.0,Pearl Titanium,231
2014.0,Red,7996
2014.0,Reddish Brown,6956
2014.0,Sand Blue,142
2014.0,Sand Green,288
2014.0,Tan,5898
2014.0,Trans-Bright Green,226
2014.0,Trans-Brown,396
2014.0,Trans-Clear,1669
2014.0,Trans-Dark Blue,488
2014.0,Trans-Dark Pink,88
2014.0,Trans-Green,243
2014.0,Trans-Light Blue,1894
2014.0,Trans-Medium Blue,35
2014.0,Trans-Neon Green,204
2014.0,Trans-Neon Orange,252
2014.0,Trans-Orange,957
2014.0,Trans-Purple,21
2014.0,Trans-Red,1437
2014.0,Trans-Yellow,761
2014.0,White,13318
2014.0,Yellow,5103
2014.0,Yellowish Green,14
2014.0,[No Color/Any Color],328
2015.0,Black,28463
2015.0,Blue,6721
2015.0,Bright Green,762
2015.0,Bright Light Blue,103
2015.0,Bright Light Orange,1314
2015.0,Bright Light Yellow,130
2015.0,Bright Pink,621
2015.0,Chrome Gold,14
2015.0,Chrome Silver,11
2015.0,Dark Azure,162
2015.0,Dark Blue,1976
2015.0,Dark Bluish Gray,18471
2015.0,Dark Brown,923
2015.0,Dark Green,1309
2015.0,Dark Orange,676
2015.0,Dark Pink,532
2015.0,Dark Purple,1138
2015.0,Dark Red,1937
2015.0,Dark Tan,2220
2015.0,Flat Silver,1839
2015.0,Glitter Trans-Clear,4
2015.0,Glitter Trans-Light Blue,6
2015.0,Glitter Trans-Neon Green,7
2015.0,Glitter Trans-Purple,16
2015.0,Glow in Dark White,37
2015.0,Green,2437
2015.0,Lavender,331
2015.0,Light Aqua,120
2015.0,Light Bluish Gray,25306
2015.0,Light Nougat,9
2015.0,Lime,1422
2015.0,Magenta,835
2015.0,Medium Azure,1124
2015.0,Medium Blue,801
2015.0,Medium Lavender,698
2015.0,Medium Nougat,568
2015.0,Metallic Gold,36
2015.0,Metallic Silver,116
2015.0,Nougat,1
2015.0,Olive Green,285
2015.0,Orange,1857
2015.0,Pearl Gold,2237
2015.0,Pearl Titanium,333
2015.0,Red,7795
2015.0,Reddish Brown,5221
2015.0,Sand Blue,64
2015.0,Sand Green,295
2015.0,Tan,5523
2015.0,Trans-Bright Green,315
2015.0,Trans-Brown,621
2015.0,Trans-Clear,2148
2015.0,Trans-Dark Blue,499
2015.0,Trans-Dark Pink,281
2015.0,Trans-Green,265
2015.0,Trans-Light Blue,2744
2015.0,Trans-Medium Blue,81
2015.0,Trans-Neon Green,438
2015.0,Trans-Neon Orange,165
2015.0,Trans-Orange,1347
2015.0,Trans-Purple,160
2015.0,Trans-Red,1277
2015.0,Trans-Yellow,707
2015.0,White,14695
2015.0,Yellow,5056
2015.0,Yellowish Green,348
2015.0,[No Color/Any Color],254
2016.0,Black,28123
2016.0,Blue,7178
2016.0,Bright Green,757
2016.0,Bright Light Blue,125
2016.0,Bright Light Orange,1218
2016.0,Bright Light Yellow,76
2016.0,Bright Pink,508
2016.0,Chrome Gold,21
2016.0,Chrome Silver,8
2016.0,Dark Azure,851
2016.0,Dark Blue,1237
2016.0,Dark Bluish Gray,19854
2016.0,Dark Brown,663
2016.0,Dark Green,588
2016.0,Dark Orange,546
2016.0,Dark Pink,495
2016.0,Dark Purple,842
2016.0,Dark Red,1603
2016.0,Dark Tan,2991
2016.0,Flat Silver,1859
2016.0,Glitter Trans-Clear,2
2016.0,Glitter Trans-Dark Pink,1
2016.0,Glitter Trans-Light Blue,5
2016.0,Glitter Trans-Neon Green,2
2016.0,Glitter Trans-Purple,14
2016.0,Glow in Dark White,1
2016.0,Green,2690
2016.0,Lavender,406
2016.0,Light Aqua,173
2016.0,Light Bluish Gray,27192
2016.0,Light Nougat,6
2016.0,Lime,1615
2016.0,Magenta,766
2016.0,Medium Azure,1026
2016.0,Medium Blue,414
2016.0,Medium Lavender,460
2016.0,Medium Nougat,1072
2016.0,Metallic Gold,9
2016.0,Metallic Silver,76
2016.0,Nougat,8
2016.0,Olive Green,179
2016.0,Orange,1610
2016.0,Pearl Dark Gray,1
2016.0,Pearl Gold,2567
2016.0,Pearl Titanium,227
2016.0,Red,7688
2016.0,Reddish Brown,6558
2016.0,Sand Blue,399
2016.0,Sand Green,461
2016.0,Tan,8435
2016.0,Trans-Bright Green,315
2016.0,Trans-Brown,926
2016.0,Trans-Clear,2277
2016.0,Trans-Dark Blue,578
2016.0,Trans-Dark Pink,387
2016.0,Trans-Green,380
2016.0,Trans-Light Blue,1349
2016.0,Trans-Medium Blue,61
2016.0,Trans-Neon Green,463
2016.0,Trans-Neon Orange,735
2016.0,Trans-Orange,1290
2016.0,Trans-Purple,160
2016.0,Trans-Red,1147
2016.0,Trans-Yellow,679
2016.0,White,15501
2016.0,Yellow,6258
2016.0,Yellowish Green,68
2016.0,[No Color/Any Color],500
2017.0,Black,33379
2017.0,Blue,7919
2017.0,Bright Green,591
2017.0,Bright Light Blue,253
2017.0,Bright Light Orange,1291
2017.0,Bright Light Yellow,171
2017.0,Bright Pink,379
2017.0,Dark Azure,553
2017.0,Dark Blue,2230
2017.0,Dark Bluish Gray,23561
2017.0,Dark Brown,1011
2017.0,Dark Green,1150
2017.0,Dark Orange,453
2017.0,Dark Pink,499
2017.0,Dark Purple,1206
2017.0,Dark Red,1988
2017.0,Dark Tan,3534
2017.0,Flat Silver,2098
2017.0,Glitter Trans-Light Blue,13
2017.0,Glitter Trans-Neon Green,1
2017.0,Glitter Trans-Purple,4
2017.0,Glow in Dark White,18
2017.0,Green,3299
2017.0,Lavender,269
2017.0,Light Aqua,209
2017.0,Light Bluish Gray,36910
2017.0,Light Nougat,10
2017.0,Lime,1855
2017.0,Magenta,857
2017.0,Medium Azure,1346
2017.0,Medium Blue,1143
2017.0,Medium Lavender,377
2017.0,Medium Nougat,1656
2017.0,Metallic Gold,33
2017.0,Metallic Silver,67
2017.0,Nougat,12
2017.0,Olive Green,527
2017.0,Orange,2126
2017.0,Pearl Copper,31
2017.0,Pearl Gold,2202
2017.0,Pearl Titanium,342
2017.0,Red,9951
2017.0,Reddish Brown,8068
2017.0,Sand Blue,640
2017.0,Sand Green,1675
2017.0,Tan,8759
2017.0,Trans-Bright Green,243
2017.0,Trans-Brown,476
2017.0,Trans-Clear,2645
2017.0,Trans-Dark Blue,422
2017.0,Trans-Dark Pink,290
2017.0,Trans-Green,261
2017.0,Trans-Light Blue,2086
2017.0,Trans-Medium Blue,63
2017.0,Trans-Neon Green,113
2017.0,Trans-Neon Orange,524
2017.0,Trans-Orange,916
2017.0,Trans-Purple,263
2017.0,Trans-Red,1351
2017.0,Trans-Yellow,995
2017.0,White,21554
2017.0,Yellow,4931
2017.0,Yellowish Green,241
2017.0,[No Color/Any Color],1036
2018.0,Black,36043
2018.0,Blue,8490
2018.0,Bright Green,749
2018.0,Bright Light Blue,157
2018.0,Bright Light Orange,1393
2018.0,Bright Light Yellow,325
2018.0,Bright Pink,905
2018.0,Chrome Gold,15
2018.0,Chrome Pink,1
2018.0,Chrome Silver,28
2018.0,Dark Azure,1536
2018.0,Dark Blue,3184
2018.0,Dark Bluish Gray,18548
2018.0,Dark Brown,662
2018.0,Dark Green,1293
2018.0,Dark Orange,541
2018.0,Dark Pink,827
2018.0,Dark Purple,1095
2018.0,Dark Red,2877
2018.0,Dark Tan,4346
2018.0,Dark Turquoise,626
2018.0,Flat Silver,2060
2018.0,Glitter Trans-Neon Green,2
2018.0,Glitter Trans-Purple,5
2018.0,Glow in Dark White,34
2018.0,Green,3515
2018.0,Lavender,333
2018.0,Light Aqua,359
2018.0,Light Bluish Gray,30746
2018.0,Light Nougat,4
2018.0,Lime,2115
2018.0,Magenta,685
2018.0,Medium Azure,1134
2018.0,Medium Blue,667
2018.0,Medium Lavender,522
2018.0,Medium Nougat,1252
2018.0,Metallic Gold,49
2018.0,Metallic Silver,219
2018.0,Nougat,6
2018.0,Olive Green,642
2018.0,Orange,3165
2018.0,Pearl Copper,11
2018.0,Pearl Gold,2593
2018.0,Pearl Titanium,324
2018.0,Red,11021
2018.0,Reddish Brown,9709
2018.0,Sand Blue,324
2018.0,Sand Green,906
2018.0,Tan,13527
2018.0,Trans-Bright Green,331
2018.0,Trans-Brown,491
2018.0,Trans-Clear,2763
2018.0,Trans-Dark Blue,327
2018.0,Trans-Dark Pink,379
2018.0,Trans-Green,353
2018.0,Trans-Light Blue,1924
2018.0,Trans-Medium Blue,7
2018.0,Trans-Neon Green,175
2018.0,Trans-Neon Orange,328
2018.0,Trans-Orange,976
2018.0,Trans-Purple,282
2018.0,Trans-Red,1197
2018.0,Trans-Yellow,936
2018.0,White,20690
2018.0,Yellow,5395
2018.0,Yellowish Green,69
2018.0,[No Color/Any Color],355
2019.0,Black,37693
2019.0,Blue,8637
2019.0,Bright Green,1030
2019.0,Bright Light Blue,138
2019.0,Bright Light Orange,1352
2019.0,Bright Light Yellow,344
2019.0,Bright Pink,1143
2019.0,Chrome Gold,17
2019.0,Coral,390
2019.0,Dark Azure,1183
2019.0,Dark Blue,4552
2019.0,Dark Bluish Gray,22732
2019.0,Dark Brown,1727
2019.0,Dark Green,1477
2019.0,Dark Orange,1856
2019.0,Dark Pink,792
2019.0,Dark Purple,1040
2019.0,Dark Red,2353
2019.0,Dark Tan,3949
2019.0,Dark Turquoise,824
2019.0,Flat Silver,1751
2019.0,Glitter Trans-Clear,1
2019.0,Glitter Trans-Dark Pink,20
2019.0,Glitter Trans-Light Blue,25
2019.0,Glitter Trans-Purple,37
2019.0,Green,2771
2019.0,Lavender,263
2019.0,Light Aqua,506
2019.0,Light Bluish Gray,34129
2019.0,Lime,1815
2019.0,Magenta,921
2019.0,Medium Azure,1429
2019.0,Medium Blue,326
2019.0,Medium Lavender,391
2019.0,Medium Nougat,2390
2019.0,Metal,1
2019.0,Metallic Gold,162
2019.0,Metallic Silver,245
2019.0,Nougat,1
2019.0,Olive Green,977
2019.0,Orange,2549
2019.0,Pearl Copper,20
2019.0,Pearl Gold,3107
2019.0,Pearl Titanium,637
2019.0,Red,11165
2019.0,Reddish Brown,11826
2019.0,Sand Blue,528
2019.0,Sand Green,1988
2019.0,Tan,10168
2019.0,Trans-Bright Green,206
2019.0,Trans-Brown,487
2019.0,Trans-Clear,2302
2019.0,Trans-Dark Blue,434
2019.0,Trans-Dark Pink,386
2019.0,Trans-Green,263
2019.0,Trans-Light Blue,2380
2019.0,Trans-Neon Green,180
2019.0,Trans-Neon Orange,74
2019.0,Trans-Orange,1183
2019.0,Trans-Purple,177
2019.0,Trans-Red,996
2019.0,Trans-Yellow,540
2019.0,White,23997
2019.0,Yellow,5898
2019.0,Yellowish Green,202
2019.0,[No Color/Any Color],317
2020.0,Black,48731
2020.0,Blue,9632
2020.0,Bright Green,1347
2020.0,Bright Light Blue,201
2020.0,Bright Light Orange,1914
2020.0,Bright Light Yellow,1640
2020.0,Bright Pink,2009
2020.0,Chrome Black,1
2020.0,Chrome Gold,6
2020.0,Coral,748
2020.0,Dark Azure,1301
2020.0,Dark Blue,3517
2020.0,Dark Bluish Gray,19702
2020.0,Dark Brown,2026
2020.0,Dark Green,1097
2020.0,Dark Orange,1664
2020.0,Dark Pink,1988
2020.0,Dark Purple,1203
2020.0,Dark Red,3113
2020.0,Dark Tan,6540
2020.0,Dark Turquoise,1953
2020.0,Flat Silver,2028
2020.0,Glitter Trans-Clear,24
2020.0,Glitter Trans-Dark Pink,18
2020.0,Glitter Trans-Light Blue,27
2020.0,Glitter Trans-Orange,1
2020.0,Glitter Trans-Purple,31
2020.0,Glow in Dark White,3
2020.0,Green,3163
2020.0,Lavender,785
2020.0,Light Aqua,789
2020.0,Light Bluish Gray,30695
2020.0,Light Nougat,17
2020.0,Lime,3308
2020.0,Magenta,1186
2020.0,Medium Azure,2843
2020.0,Medium Blue,522
2020.0,Medium Lavender,544
2020.0,Medium Nougat,3425
2020.0,Metallic Gold,448
2020.0,Metallic Silver,218
2020.0,Nougat,65
2020.0,Olive Green,817
2020.0,Opal Trans-Brown,48
2020.0,Opal Trans-Clear,32
2020.0,Opal Trans-Dark Pink,32
2020.0,Opal Trans-Light Blue,64
2020.0,Opal Trans-Purple,25
2020.0,Orange,3025
2020.0,Pearl Copper,5
2020.0,Pearl Gold,3860
2020.0,Pearl Titanium,822
2020.0,Red,14147
2020.0,Reddish Brown,11511
2020.0,Sand Blue,431
2020.0,Sand Green,1298
2020.0,Tan,16914
2020.0,Trans-Bright Green,231
2020.0,Trans-Brown,705
2020.0,Trans-Clear,2462
2020.0,Trans-Dark Blue,378
2020.0,Trans-Dark Pink,291
2020.0,Trans-Green,226
2020.0,Trans-Light Blue,2024
2020.0,Trans-Neon Green,472
2020.0,Trans-Neon Orange,449
2020.0,Trans-Orange,1244
2020.0,Trans-Purple,137
2020.0,Trans-Red,997
2020.0,Trans-Yellow,748
2020.0,White,24042
2020.0,Yellow,9778
2020.0,Yellowish Green,314
2020.0,[No Color/Any Color],567
2021.0,Black,56582
2021.0,Blue,10912
2021.0,Bright Green,3448
2021.0,Bright Light Blue,845
2021.0,Bright Light Orange,4189
2021.0,Bright Light Yellow,1364
2021.0,Bright Pink,2017
2021.0,Chrome Gold,44
2021.0,Coral,1547
2021.0,Dark Azure,1967
2021.0,Dark Blue,5005
2021.0,Dark Bluish Gray,23019
2021.0,Dark Brown,2054
2021.0,Dark Green,1658
2021.0,Dark Orange,2092
2021.0,Dark Pink,1077
2021.0,Dark Purple,1709
2021.0,Dark Red,4655
2021.0,Dark Tan,4527
2021.0,Dark Turquoise,5204
2021.0,Flat Silver,2508
2021.0,Glitter Trans-Clear,44
2021.0,Glitter Trans-Dark Pink,20
2021.0,Glitter Trans-Light Blue,4
2021.0,Glitter Trans-Purple,30
2021.0,Glow in Dark White,205
2021.0,Green,4783
2021.0,Lavender,1163
2021.0,Light Aqua,1911
2021.0,Light Bluish Gray,38885
2021.0,Light Nougat,362
2021.0,Lime,4941
2021.0,Magenta,1404
2021.0,Medium Azure,4712
2021.0,Medium Blue,220
2021.0,Medium Lavender,1133
2021.0,Medium Nougat,3962
2021.0,Metal,1
2021.0,Metallic Gold,338
2021.0,Metallic Silver,371
2021.0,Nougat,143
2021.0,Olive Green,645
2021.0,Opal Trans-Brown,107
2021.0,Opal Trans-Clear,69
2021.0,Opal Trans-Dark Blue,24
2021.0,Opal Trans-Dark Pink,23
2021.0,Opal Trans-Light Blue,267
2021.0,Orange,4289
2021.0,Pearl Gold,6239
2021.0,Pearl Titanium,717
2021.0,Pearl White,1
2021.0,Red,15237
2021.0,Reddish Brown,14024
2021.0,Sand Blue,1073
2021.0,Sand Green,2592
2021.0,Tan,16397
2021.0,Trans-Bright Green,193
2021.0,Trans-Brown,528
2021.0,Trans-Clear,3740
2021.0,Trans-Dark Blue,346
2021.0,Trans-Dark Pink,393
2021.0,Trans-Green,224
2021.0,Trans-Light Blue,3180
2021.0,Trans-Neon Green,234
2021.0,Trans-Neon Orange,14
2021.0,Trans-Orange,1235
2021.0,Trans-Purple,178
2021.0,Trans-Red,897
2021.0,Trans-Yellow,581
2021.0,White,40798
2021.0,Yellow,9948
2021.0,Yellowish Green,296
2021.0,[No Color/Any Color],332
2022.0,Black,48114
2022.0,Blue,9778
2022.0,Bright Green,2895
2022.0,Bright Light Blue,1602
2022.0,Bright Light Orange,3280
2022.0,Bright Light Yellow,1539
2022.0,Bright Pink,1573
2022.0,Chrome Gold,17
2022.0,Coral,1206
2022.0,Dark Azure,2306
2022.0,Dark Blue,5117
2022.0,Dark Bluish Gray,28353
2022.0,Dark Brown,1495
2022.0,Dark Green,1864
2022.0,Dark Orange,2532
2022.0,Dark Pink,1480
2022.0,Dark Purple,1673
2022.0,Dark Red,4679
2022.0,Dark Tan,5740
2022.0,Dark Turquoise,3446
2022.0,Flat Silver,2122
2022.0,Glitter Trans-Clear,70
2022.0,Glitter Trans-Dark Pink,2
2022.0,Glitter Trans-Light Blue,6
2022.0,Glitter Trans-Purple,10
2022.0,Glow in Dark White,71
2022.0,Green,5124
2022.0,Lavender,1127
2022.0,Light Aqua,1363
2022.0,Light Bluish Gray,34113
2022.0,Light Nougat,1176
2022.0,Lime,3255
2022.0,Magenta,1428
2022.0,Medium Azure,2736
2022.0,Medium Blue,1255
2022.0,Medium Brown,10
2022.0,Medium Lavender,683
2022.0,Medium Nougat,4418
2022.0,Metallic Gold,490
2022.0,Metallic Silver,562
2022.0,Nougat,751
2022.0,Olive Green,811
2022.0,Opal Trans-Bright Green,31
2022.0,Opal Trans-Clear,225
2022.0,Opal Trans-Dark Blue,27
2022.0,Opal Trans-Dark Pink,7
2022.0,Opal Trans-Light Blue,84
2022.0,Opal Trans-Purple,7
2022.0,Orange,4644
2022.0,Pearl Gold,4854
2022.0,Pearl Titanium,896
2022.0,Red,15455
2022.0,Reddish Brown,11753
2022.0,Sand Blue,665
2022.0,Sand Green,1635
2022.0,Tan,14219
2022.0,Trans-Bright Green,261
2022.0,Trans-Brown,657
2022.0,Trans-Clear,2716
2022.0,Trans-Dark Blue,394
2022.0,Trans-Dark Pink,628
2022.0,Trans-Green,494
2022.0,Trans-Light Blue,2528
2022.0,Trans-Neon Green,173
2022.0,Trans-Neon Orange,18
2022.0,Trans-Orange,1204
2022.0,Trans-Purple,396
2022.0,Trans-Red,933
2022.0,Trans-Yellow,666
2022.0,Vibrant Yellow,597
2022.0,Warm Tan,8
2022.0,White,30400
2022.0,Yellow,9241
2022.0,Yellowish Green,427
2022.0,[No Color/Any Color],314
2023.0,Black,51671
2023.0,Blue,7739
2023.0,Bright Green,3118
2023.0,Bright Light Blue,1332
2023.0,Bright Light Orange,3542
2023.0,Bright Light Yellow,1842
2023.0,Bright Pink,1694
2023.0,Chrome Gold,9
2023.0,Chrome Silver,7
2023.0,Coral,1240
2023.0,Dark Azure,2335
2023.0,Dark Blue,5282
2023.0,Dark Bluish Gray,26809
2023.0,Dark Brown,2620
2023.0,Dark Green,2097
2023.0,Dark Orange,2552
2023.0,Dark Pink,1195
2023.0,Dark Purple,1371
2023.0,Dark Red,3418
2023.0,Dark Tan,7444
2023.0,Dark Turquoise,3449
2023.0,Flat Silver,1601
2023.0,Glitter Trans-Clear,66
2023.0,Glitter Trans-Light Blue,1
2023.0,Glitter Trans-Purple,19
2023.0,Glow in Dark White,56
2023.0,Green,4793
2023.0,Lavender,1230
2023.0,Light Aqua,2093
2023.0,Light Bluish Gray,35883
2023.0,Light Nougat,1199
2023.0,Lime,4483
2023.0,Magenta,1445
2023.0,Medium Azure,3044
2023.0,Medium Blue,224
2023.0,Medium Brown,3
2023.0,Medium Lavender,909
2023.0,Medium Nougat,5551
2023.0,Metallic Gold,338
2023.0,Metallic Silver,281
2023.0,Nougat,258
2023.0,Olive Green,1753
2023.0,Opal Trans-Bright Green,24
2023.0,Opal Trans-Brown,21
2023.0,Opal Trans-Clear,202
2023.0,Opal Trans-Dark Blue,55
2023.0,Opal Trans-Dark Pink,29
2023.0,Opal Trans-Light Blue,165
2023.0,Opal Trans-Purple,80
2023.0,Orange,3873
2023.0,Pearl Gold,6664
2023.0,Pearl Titanium,499
2023.0,Red,14588
2023.0,Reddish Brown,14984
2023.0,Sand Blue,1360
2023.0,Sand Green,2751
2023.0,Sky Blue,1
2023.0,Tan,15066
2023.0,Trans-Black,326
2023.0,Trans-Bright Green,300
2023.0,Trans-Brown,306
2023.0,Trans-Clear,2885
2023.0,Trans-Dark Blue,399
2023.0,Trans-Dark Pink,272
2023.0,Trans-Green,166
2023.0,Trans-Light Blue,3333
2023.0,Trans-Neon Green,8
2023.0,Trans-Neon Orange,1
2023.0,Trans-Orange,1357
2023.0,Trans-Purple,145
2023.0,Trans-Red,860
2023.0,Trans-Yellow,821
2023.0,Vibrant Yellow,462
2023.0,Warm Tan,11
2023.0,White,36573
2023.0,Yellow,8247
2023.0,Yellowish Green,620
2023.0,[No Color/Any Color],562
2024.0,Black,57133
2024.0,Blue,9238
2024.0,Bright Green,3304
2024.0,Bright Light Blue,1691
2024.0,Bright Light Orange,4764
2024.0,Bright Light Yellow,1723
2024.0,Bright Pink,2486
2024.0,Chrome Gold,21
2024.0,Chrome Silver,6
2024.0,Coral,1267
2024.0,Dark Azure,1944
2024.0,Dark Blue,5357
2024.0,Dark Bluish Gray,30411
2024.0,Dark Brown,2705
2024.0,Dark Green,2873
2024.0,Dark Orange,5223
2024.0,Dark Pink,2173
2024.0,Dark Purple,1704
2024.0,Dark Red,3798
2024.0,Dark Tan,9113
2024.0,Dark Turquoise,3153
2024.0,Flat Silver,1545
2024.0,Glitter Trans-Dark Pink,5
2024.0,Glitter Trans-Light Blue,2
2024.0,Glitter Trans-Purple,31
2024.0,Glow in Dark White,59
2024.0,Green,6270
2024.0,Lavender,983
2024.0,Light Aqua,1579
2024.0,Light Bluish Gray,38112
2024.0,Light Nougat,580
2024.0,Lime,3927
2024.0,Magenta,1470
2024.0,Medium Azure,2901
2024.0,Medium Blue,265
2024.0,Medium Brown,10
2024.0,Medium Lavender,1513
2024.0,Medium Nougat,6556
2024.0,Metallic Gold,511
2024.0,Metallic Silver,238
2024.0,Nougat,184
2024.0,Olive Green,1654
2024.0,Opal Trans-Bright Green,15
2024.0,Opal Trans-Clear,161
2024.0,Opal Trans-Dark Blue,90
2024.0,Opal Trans-Dark Pink,54
2024.0,Opal Trans-Light Blue,255
2024.0,Opal Trans-Purple,131
2024.0,Opal Trans-Yellow,8
2024.0,Orange,4047
2024.0,Pearl Gold,6678
2024.0,Pearl Titanium,509
2024.0,Red,17035
2024.0,Reddish Brown,20683
2024.0,Reddish Orange,1394
2024.0,Sand Blue,1443
2024.0,Sand Green,1712
2024.0,Sienna Brown,1
2024.0,Tan,18254
2024.0,Trans-Black,310
2024.0,Trans-Bright Green,570
2024.0,Trans-Brown,132
2024.0,Trans-Clear,3551
2024.0,Trans-Dark Blue,402
2024.0,Trans-Dark Pink,474
2024.0,Trans-Green,267
2024.0,Trans-Light Blue,2057
2024.0,Trans-Neon Green,2
2024.0,Trans-Orange,1588
2024.0,Trans-Purple,748
2024.0,Trans-Red,1183
2024.0,Trans-Yellow,892
2024.0,Vibrant Yellow,305
2024.0,Warm Tan,104
2024.0,White,33832
2024.0,Yellow,8375
2024.0,Yellowish Green,275
2024.0,[No Color/Any Color],582
2025.0,Black,63547
2025.0,Blue,8886
2025.0,Bright Green,3964
2025.0,Bright Light Blue,1700
2025.0,Bright Light Orange,3743
2025.0,Bright Light Yellow,2153
2025.0,Bright Pink,2765
2025.0,Chrome Gold,17
2025.0,Chrome Silver,2
2025.0,Coral,1074
2025.0,Dark Azure,1495
2025.0,Dark Blue,5401
2025.0,Dark Bluish Gray,30074
2025.0,Dark Brown,3197
2025.0,Dark Green,4601
2025.0,Dark Orange,4474
2025.0,Dark Pink,2021
2025.0,Dark Purple,1340
2025.0,Dark Red,4185
2025.0,Dark Tan,10134
2025.0,Dark Turquoise,2524
2025.0,Flat Silver,1406
2025.0,Glitter Trans-Purple,1
2025.0,Glow in Dark White,27
2025.0,Green,7989
2025.0,Lavender,1327
2025.0,Light Aqua,1143
2025.0,Light Bluish Gray,44458
2025.0,Light Nougat,1592
2025.0,Lime,3728
2025.0,Magenta,1243
2025.0,Medium Azure,3848
2025.0,Medium Blue,127
2025.0,Medium Brown,5
2025.0,Medium Lavender,1278
2025.0,Medium Nougat,6325
2025.0,Metallic Gold,242
2025.0,Metallic Silver,128
2025.0,Nougat,409
2025.0,Ochre Yellow,1
2025.0,Olive Green,1629
2025.0,Opal Trans-Bright Green,79
2025.0,Opal Trans-Clear,219
2025.0,Opal Trans-Dark Blue,14
2025.0,Opal Trans-Dark Pink,73
2025.0,Opal Trans-Light Blue,96
2025.0,Opal Trans-Purple,51
2025.0,Opal Trans-Yellow,7
2025.0,Orange,4545
2025.0,Pearl Gold,6824
2025.0,Pearl Titanium,332
2025.0,Red,19745
2025.0,Reddish Brown,24118
2025.0,Reddish Orange,1191
2025.0,Sand Blue,1507
2025.0,Sand Green,3054
2025.0,Sienna Brown,3
2025.0,Tan,21155
2025.0,Trans-Black,185
2025.0,Trans-Bright Green,501
2025.0,Trans-Brown,21
2025.0,Trans-Clear,4199
2025.0,Trans-Dark Blue,222
2025.0,Trans-Dark Pink,548
2025.0,Trans-Green,217
2025.0,Trans-Light Blue,2473
2025.0,Trans-Orange,1378
2025.0,Trans-Purple,158
2025.0,Trans-Red,984
2025.0,Trans-Yellow,799
2025.0,Vibrant Yellow,486
2025.0,Warm Tan,2
2025.0,White,36710
2025.0,Yellow,10325
2025.0,Yellowish Green,701
2025.0,[No Color/Any Color],603
2026.0,Black,39302
2026.0,Blue,6817
2026.0,Blue Violet,381
2026.0,Bright Green,3422
2026.0,Bright Light Blue,1621
2026.0,Bright Light Orange,2092
2026.0,Bright Light Yellow,1240
2026.0,Bright Pink,2055
2026.0,Chrome Gold,29
2026.0,Chrome Silver,10
2026.0,Coral,770
2026.0,Dark Azure,1852
2026.0,Dark Blue,3426
2026.0,Dark Bluish Gray,21978
2026.0,Dark Brown,1730
2026.0,Dark Green,2634
2026.0,Dark Orange,2825
2026.0,Dark Pink,2062
2026.0,Dark Purple,780
2026.0,Dark Red,3353
2026.0,Dark Tan,6698
2026.0,Dark Turquoise,1834
2026.0,Flat Silver,1025
