year,color,total_quantity,year_total,share
2012.0,Speckle Black-Silver,8,111466,7.17707641792116e-05
2012.0,Tan,4032,111466,0.03617246514632264
2012.0,Trans-Bright Green,80,111466,0.000717707641792116
2012.0,Trans-Brown,389,111466,0.003489853408214164
2012.0,Trans-Clear,1305,111466,0.011707605906733892
2012.0,Trans-Dark Blue,348,111466,0.0031220282417957043
2012.0,Trans-Dark Pink,56,111466,0.0005023953492544812
2012.0,Trans-Green,265,111466,0.0023774065634363842
2012.0,Trans-Light Blue,580,111466,0.005203380402992841
2012.0,Trans-Medium Blue,68,111466,0.0006100514955232986
2012.0,Trans-Neon Green,289,111466,0.002592718855974019
2012.0,Trans-Neon Orange,202,111466,0.0018122117955250928
2012.0,Trans-Orange,669,111466,0.00600183015448657
2012.0,Trans-Purple,41,111466,0.0003678251664184594
2012.0,Trans-Red,737,111466,0.006611881650009869
2012.0,Trans-Yellow,404,111466,0.0036244235910501857
2012.0,White,10088,111466,0.09050293362998582
2012.0,Yellow,4331,111466,0.03885489745752068
2012.0,Yellowish Green,9,111466,8.074210970161305e-05
2012.0,[No Color/Any Color],413,111466,0.003705165700751799
2013.0,Black,23549,128122,0.18380137681272538
2013.0,Blue,5764,128122,0.04498837045940588
2013.0,Bright Green,441,128122,0.0034420318134278267
2013.0,Bright Light Blue,40,128122,0.0003122024320569457
2013.0,Bright Light Orange,971,128122,0.007578714038182358
2013.0,Bright Light Yellow,49,128122,0.0003824479792697585
2013.0,Bright Pink,457,128122,0.0035669127862506048
2013.0,Chrome Gold,328,128122,0.002560059942866955
2013.0,Chrome Silver,27,128122,0.00021073664163843837
2013.0,Dark Azure,316,128122,0.002466399213249871
2013.0,Dark Blue,832,128122,0.006493810586784471
2013.0,Dark Bluish Gray,12908,128122,0.10074772482477638
2013.0,Dark Brown,865,128122,0.006751377593231451
2013.0,Dark Green,771,128122,0.006017701877897629
2013.0,Dark Orange,218,128122,0.0017015032547103542
2013.0,Dark Pink,405,128122,0.0031610496245765753
2013.0,Dark Purple,285,128122,0.0022244423284057385
2013.0,Dark Red,1739,128122,0.013573000733675716
2013.0,Dark Tan,4277,128122,0.03338224504768892
2013.0,Flat Silver,902,128122,0.007040164842884126
2013.0,Glow in Dark White,19,128122,0.00014829615522704922
2013.0,Green,2470,128122,0.0192785001795164
2013.0,Lavender,29,128122,0.00022634676324128565
2013.0,Light Aqua,18,128122,0.00014049109442562557
2013.0,Light Bluish Gray,18679,128122,0.14579073070979223
2013.0,Light Nougat,21,128122,0.0001639062768298965
2013.0,Lime,1601,128122,0.012495902343079252
2013.0,Magenta,184,128122,0.0014361311874619503
2013.0,Medium Azure,279,128122,0.0021776119635971963
2013.0,Medium Blue,519,128122,0.004050826555938871
2013.0,Medium Lavender,164,128122,0.0012800299714334775
2013.0,Medium Nougat,193,128122,0.0015063767346747631
2013.0,Metallic Gold,37,128122,0.0002887872496526748
2013.0,Metallic Silver,224,128122,0.001748333619518896
2013.0,Nougat,1,128122,7.805060801423643e-06
2013.0,Olive Green,506,128122,0.003949360765520363
2013.0,Orange,1523,128122,0.011887107600568209
2013.0,Pearl Gold,1112,128122,0.008679227611183091
2013.0,Pearl Titanium,265,128122,0.0020683411123772655
2013.0,Red,8207,128122,0.06405613399728384
2013.0,Reddish Brown,5633,128122,0.04396590749441938
2013.0,Sand Blue,1,128122,7.805060801423643e-06
2013.0,Sand Green,48,128122,0.00037464291846833487
2013.0,Speckle Black-Silver,1,128122,7.805060801423643e-06
2013.0,Tan,5420,128122,0.042303429543716145
2013.0,Trans-Bright Green,70,128122,0.000546354256099655
2013.0,Trans-Brown,980,128122,0.00764895958539517
2013.0,Trans-Clear,1339,128122,0.010450976413106258
2013.0,Trans-Dark Blue,724,128122,0.0056508640202307175
2013.0,Trans-Dark Pink,123,128122,0.0009600224785751081
2013.0,Trans-Green,186,128122,0.0014517413090647975
2013.0,Trans-Light Blue,1555,128122,0.012136869546213765
2013.0,Trans-Medium Blue,45,128122,0.00035122773606406394
2013.0,Trans-Neon Green,259,128122,0.0020215107475687237
2013.0,Trans-Neon Orange,106,128122,0.0008273364449509062
2013.0,Trans-Orange,634,128122,0.00494840854810259
2013.0,Trans-Purple,106,128122,0.0008273364449509062
2013.0,Trans-Red,927,128122,0.007235291362919717
2013.0,Trans-Yellow,600,128122,0.004683036480854186
2013.0,Very Light Bluish Gray,14,128122,0.000109270851219931
2013.0,White,12883,128122,0.1005525983047408
2013.0,Yellow,4931,128122,0.038486754811819984
2013.0,[No Color/Any Color],342,128122,0.002669330794086886
2014.0,Black,27127,145824,0.18602561992538952
2014.0,Blue,6906,145824,0.047358459512837396
2014.0,Bright Green,628,145824,0.004306561334211104
2014.0,Bright Light Blue,76,145824,0.000521176212420452
2014.0,Bright Light Orange,817,145824,0.00560264428351986
2014.0,Bright Light Yellow,105,145824,0.0007200460829493088
2014.0,Bright Pink,807,145824,0.005534068466096116
2014.0,Chrome Gold,22,145824,0.0001508667983322361
2014.0,Chrome Silver,32,145824,0.00021944261575597982
2014.0,Dark Azure,160,145824,0.0010972130787798991
2014.0,Dark Blue,857,145824,0.005876947553214835
2014.0,Dark Bluish Gray,15765,145824,0.10810977616853193
2014.0,Dark Brown,778,145824,0.005335198595567259
2014.0,Dark Green,722,145824,0.0049511740179942944
2014.0,Dark Orange,493,145824,0.003380787798990564
2014.0,Dark Pink,610,145824,0.0041831248628483655
2014.0,Dark Purple,575,145824,0.003943109501865262
2014.0,Dark Red,1057,145824,0.007248463901689708
2014.0,Dark Tan,1416,145824,0.009710335747202106
2014.0,Flat Silver,1674,145824,0.011479591836734694
2014.0,Glow in Dark White,137,145824,0.0009394886987052885
2014.0,Green,2342,145824,0.01606045644064077
2014.0,Lavender,52,145824,0.0003565942506034672
2014.0,Light Aqua,81,145824,0.0005554641211323239
2014.0,Light Bluish Gray,24098,145824,0.16525400482773756
2014.0,Light Nougat,12,145824,8.229098090849243e-05
2014.0,Lime,1680,145824,0.01152073732718894
2014.0,Magenta,567,145824,0.0038882488479262674
2014.0,Medium Azure,799,145824,0.005479207812157121
2014.0,Medium Blue,618,145824,0.00423798551678736
2014.0,Medium Lavender,374,145824,0.002564735571648014
2014.0,Medium Nougat,512,145824,0.003511081852095677
2014.0,Metallic Gold,8,145824,5.4860653938994955e-05
2014.0,Metallic Silver,174,145824,0.0011932192231731403
2014.0,Nougat,32,145824,0.00021944261575597982
2014.0,Olive Green,1066,145824,0.007310182137371077
2014.0,Orange,1871,145824,0.012830535439982445
2014.0,Pearl Gold,1829,145824,0.012542517006802721
2014.0,Pearl Titanium,231,145824,0.0015841013824884793
2014.0,Red,7996,145824,0.05483322361202546
2014.0,Reddish Brown,6956,145824,0.04770133859995611
2014.0,Sand Blue,142,145824,0.0009737766074171604
2014.0,Sand Green,288,145824,0.0019749835418038184
2014.0,Tan,5898,145824,0.04044601711652403
2014.0,Trans-Bright Green,226,145824,0.0015498134737766075
2014.0,Trans-Brown,396,145824,0.00271560236998025
2014.0,Trans-Clear,1669,145824,0.011445303928022822
2014.0,Trans-Dark Blue,488,145824,0.003346499890278692
2014.0,Trans-Dark Pink,88,145824,0.0006034671933289444
2014.0,Trans-Green,243,145824,0.0016663923633969716
2014.0,Trans-Light Blue,1894,145824,0.012988259820057056
2014.0,Trans-Medium Blue,35,145824,0.00024001536098310292
2014.0,Trans-Neon Green,204,145824,0.0013989466754443713
2014.0,Trans-Neon Orange,252,145824,0.0017281105990783411
2014.0,Trans-Orange,957,145824,0.0065627057274522714
2014.0,Trans-Purple,21,145824,0.00014400921658986175
2014.0,Trans-Red,1437,145824,0.009854344963791969
2014.0,Trans-Yellow,761,145824,0.0052186197059468946
2014.0,White,13318,145824,0.09132927364494185
2014.0,Yellow,5103,145824,0.0349942396313364
2014.0,Yellowish Green,14,145824,9.600614439324117e-05
2014.0,[No Color/Any Color],328,145824,0.002249286811498793
2015.0,Black,28463,158207,0.17990986492380237
2015.0,Blue,6721,158207,0.04248231747014987
2015.0,Bright Green,762,158207,0.004816474618695759
2015.0,Bright Light Blue,103,158207,0.0006510457817922089
2015.0,Bright Light Orange,1314,158207,0.008305574342475365
2015.0,Bright Light Yellow,130,158207,0.0008217082682814287
2015.0,Bright Pink,621,158207,0.003925237189252056
2015.0,Chrome Gold,14,158207,8.849165966107695e-05
2015.0,Chrome Silver,11,158207,6.952916116227475e-05
2015.0,Dark Azure,162,158207,0.0010239749189353189
2015.0,Dark Blue,1976,158207,0.012489965677877718
2015.0,Dark Bluish Gray,18471,158207,0.11675210325712516
2015.0,Dark Brown,923,158207,0.005834128704798144
2015.0,Dark Green,1309,158207,0.008273970178310695
2015.0,Dark Orange,676,158207,0.00427288299506343
2015.0,Dark Pink,532,158207,0.003362683067120924
2015.0,Dark Purple,1138,158207,0.0071931077638789686
2015.0,Dark Red,1937,158207,0.012243453197393289
2015.0,Dark Tan,2220,158207,0.014032248889113629
2015.0,Flat Silver,1839,158207,0.01162401157976575
2015.0,Glitter Trans-Clear,4,158207,2.528333133173627e-05
2015.0,Glitter Trans-Light Blue,6,158207,3.7924996997604407e-05
2015.0,Glitter Trans-Neon Green,7,158207,4.424582983053847e-05
2015.0,Glitter Trans-Purple,16,158207,0.00010113332532694508
2015.0,Glow in Dark White,37,158207,0.0002338708148185605
2015.0,Green,2437,158207,0.015403869613860323
2015.0,Lavender,331,158207,0.0020921956677011763
2015.0,Light Aqua,120,158207,0.0007584999399520881
2015.0,Light Bluish Gray,25306,158207,0.1599549956702295
2015.0,Light Nougat,9,158207,5.6887495496406606e-05
2015.0,Lime,1422,158207,0.008988224288432245
2015.0,Magenta,835,158207,0.005277895415499946
2015.0,Medium Azure,1124,158207,0.0071046161042178915
2015.0,Medium Blue,801,158207,0.005062987099180188
2015.0,Medium Lavender,698,158207,0.004411941317387979
2015.0,Medium Nougat,568,158207,0.0035902330491065504
2015.0,Metallic Gold,36,158207,0.00022754998198562643
2015.0,Metallic Silver,116,158207,0.0007332166086203518
2015.0,Nougat,1,158207,6.3208328329340675e-06
2015.0,Olive Green,285,158207,0.0018014373573862093
2015.0,Orange,1857,158207,0.011737786570758564
2015.0,Pearl Gold,2237,158207,0.014139703047273508
2015.0,Pearl Titanium,333,158207,0.0021048373333670445
2015.0,Red,7795,158207,0.04927089193272106
2015.0,Reddish Brown,5221,158207,0.03300106822074877
2015.0,Sand Blue,64,158207,0.0004045333013077803
2015.0,Sand Green,295,158207,0.00186464568571555
2015.0,Tan,5523,158207,0.034909959736294856
2015.0,Trans-Bright Green,315,158207,0.0019910623423742314
2015.0,Trans-Brown,621,158207,0.003925237189252056
2015.0,Trans-Clear,2148,158207,0.013577148925142377
2015.0,Trans-Dark Blue,499,158207,0.0031540955836341
2015.0,Trans-Dark Pink,281,158207,0.0017761540260544729
2015.0,Trans-Green,265,158207,0.0016750207007275278
2015.0,Trans-Light Blue,2744,158207,0.01734436529357108
2015.0,Trans-Medium Blue,81,158207,0.0005119874594676594
2015.0,Trans-Neon Green,438,158207,0.0027685247808251216
2015.0,Trans-Neon Orange,165,158207,0.0010429374174341212
2015.0,Trans-Orange,1347,158207,0.008514161825962189
2015.0,Trans-Purple,160,158207,0.0010113332532694509
2015.0,Trans-Red,1277,158207,0.008071703527656805
2015.0,Trans-Yellow,707,158207,0.004468828812884386
2015.0,White,14695,158207,0.09288463847996611
2015.0,Yellow,5056,158207,0.031958130803314645
2015.0,Yellowish Green,348,158207,0.0021996498258610555
2015.0,[No Color/Any Color],254,158207,0.001605491539565253
2016.0,Black,28123,166680,0.16872450203983683
2016.0,Blue,7178,166680,0.04306455483561315
2016.0,Bright Green,757,166680,0.004541636669066475
2016.0,Bright Light Blue,125,166680,0.000749940004799616
2016.0,Bright Light Orange,1218,166680,0.0073074154067674585
2016.0,Bright Light Yellow,76,166680,0.00045596352291816654
2016.0,Bright Pink,508,166680,0.0030477561795056395
2016.0,Chrome Gold,21,166680,0.0001259899208063355
2016.0,Chrome Silver,8,166680,4.7996160307175425e-05
2016.0,Dark Azure,851,166680,0.005105591552675786
2016.0,Dark Blue,1237,166680,0.007421406287497
2016.0,Dark Bluish Gray,19854,166680,0.1191144708423326
2016.0,Dark Brown,663,166680,0.003977681785457163
2016.0,Dark Green,588,166680,0.0035277177825773936
2016.0,Dark Orange,546,166680,0.0032757379409647227
2016.0,Dark Pink,495,166680,0.0029697624190064796
2016.0,Dark Purple,842,166680,0.005051595872330214
2016.0,Dark Red,1603,166680,0.009617230621550276
2016.0,Dark Tan,2991,166680,0.01794456443484521
2016.0,Flat Silver,1859,166680,0.01115310775137989
2016.0,Glitter Trans-Clear,2,166680,1.1999040076793856e-05
2016.0,Glitter Trans-Dark Pink,1,166680,5.999520038396928e-06
2016.0,Glitter Trans-Light Blue,5,166680,2.999760019198464e-05
2016.0,Glitter Trans-Neon Green,2,166680,1.1999040076793856e-05
2016.0,Glitter Trans-Purple,14,166680,8.399328053755699e-05
2016.0,Glow in Dark White,1,166680,5.999520038396928e-06
2016.0,Green,2690,166680,0.016138708903287738
2016.0,Lavender,406,166680,0.002435805135589153
2016.0,Light Aqua,173,166680,0.0010379169666426685
2016.0,Light Bluish Gray,27192,166680,0.16313894888408928
2016.0,Light Nougat,6,166680,3.599712023038157e-05
2016.0,Lime,1615,166680,0.009689224862011039
2016.0,Magenta,766,166680,0.004595632349412047
2016.0,Medium Azure,1026,166680,0.006155507559395248
2016.0,Medium Blue,414,166680,0.002483801295896328
2016.0,Medium Lavender,460,166680,0.002759779217662587
2016.0,Medium Nougat,1072,166680,0.006431485481161507
2016.0,Metallic Gold,9,166680,5.3995680345572353e-05
2016.0,Metallic Silver,76,166680,0.00045596352291816654
2016.0,Nougat,8,166680,4.7996160307175425e-05
2016.0,Olive Green,179,166680,0.0010739140868730502
2016.0,Orange,1610,166680,0.009659227261819054
2016.0,Pearl Dark Gray,1,166680,5.999520038396928e-06
2016.0,Pearl Gold,2567,166680,0.015400767938564914
2016.0,Pearl Titanium,227,166680,0.0013618910487161026
2016.0,Red,7688,166680,0.046124310055195586
2016.0,Reddish Brown,6558,166680,0.03934485241180705
2016.0,Sand Blue,399,166680,0.0023938084953203744
2016.0,Sand Green,461,166680,0.002765778737700984
2016.0,Tan,8435,166680,0.05060595152387809
2016.0,Trans-Bright Green,315,166680,0.0018898488120950325
2016.0,Trans-Brown,926,166680,0.005555555555555556
2016.0,Trans-Clear,2277,166680,0.013660907127429806
2016.0,Trans-Dark Blue,578,166680,0.0034677225821934245
2016.0,Trans-Dark Pink,387,166680,0.002321814254859611
2016.0,Trans-Green,380,166680,0.0022798176145908326
2016.0,Trans-Light Blue,1349,166680,0.008093352531797457
2016.0,Trans-Medium Blue,61,166680,0.0003659707223422126
2016.0,Trans-Neon Green,463,166680,0.002777777777777778
2016.0,Trans-Neon Orange,735,166680,0.004409647228221742
2016.0,Trans-Orange,1290,166680,0.007739380849532037
2016.0,Trans-Purple,160,166680,0.0009599232061435085
2016.0,Trans-Red,1147,166680,0.006881449484041277
2016.0,Trans-Yellow,679,166680,0.004073674106071515
2016.0,White,15501,166680,0.09299856011519078
2016.0,Yellow,6258,166680,0.037544996400287974
2016.0,Yellowish Green,68,166680,0.0004079673626109911
2016.0,[No Color/Any Color],500,166680,0.002999760019198464
2017.0,Black,33379,203076,0.16436703500167424
2017.0,Blue,7919,203076,0.0389952530087258
2017.0,Bright Green,591,203076,0.0029102405010931866
2017.0,Bright Light Blue,253,203076,0.0012458389962378617
2017.0,Bright Light Orange,1291,203076,0.00635722586617818
2017.0,Bright Light Yellow,171,203076,0.0008420492820421911
2017.0,Bright Pink,379,203076,0.0018662963619531603
2017.0,Dark Azure,553,203076,0.0027231184384171442
2017.0,Dark Blue,2230,203076,0.010981110520199334
2017.0,Dark Bluish Gray,23561,203076,0.1160206031239536
2017.0,Dark Brown,1011,203076,0.004978431720144182
2017.0,Dark Green,1150,203076,0.005662904528353917
2017.0,Dark Orange,453,203076,0.0022306919576907166
2017.0,Dark Pink,499,203076,0.0024572081388248733
2017.0,Dark Purple,1206,203076,0.0059386633575607166
2017.0,Dark Red,1988,203076,0.00978943843684138
2017.0,Dark Tan,3534,203076,0.01740235182887195
2017.0,Flat Silver,2098,203076,0.01033110756564045
2017.0,Glitter Trans-Light Blue,13,203076,6.401544249443559e-05
2017.0,Glitter Trans-Neon Green,1,203076,4.9242648072642755e-06
2017.0,Glitter Trans-Purple,4,203076,1.9697059229057102e-05
2017.0,Glow in Dark White,18,203076,8.863676653075696e-05
2017.0,Green,3299,203076,0.016245149599164843
2017.0,Lavender,269,203076,0.00132462723315409
2017.0,Light Aqua,209,203076,0.0010291713447182335
2017.0,Light Bluish Gray,36910,203076,0.18175461403612442
2017.0,Light Nougat,10,203076,4.924264807264275e-05
2017.0,Lime,1855,203076,0.00913451121747523
2017.0,Magenta,857,203076,0.004220094939825484
2017.0,Medium Azure,1346,203076,0.006628060430577715
2017.0,Medium Blue,1143,203076,0.005628434674703067
2017.0,Medium Lavender,377,203076,0.0018564478323386318
2017.0,Medium Nougat,1656,203076,0.00815458252082964
2017.0,Metallic Gold,33,203076,0.0001625007386397211
2017.0,Metallic Silver,67,203076,0.00032992574208670644
2017.0,Nougat,12,203076,5.9091177687171306e-05
2017.0,Olive Green,527,203076,0.002595087553428273
2017.0,Orange,2126,203076,0.01046898698024385
2017.0,Pearl Copper,31,203076,0.00015265220902519253
2017.0,Pearl Gold,2202,203076,0.010843231105595935
2017.0,Pearl Titanium,342,203076,0.0016840985640843823
2017.0,Red,9951,203076,0.049001359097086805
2017.0,Reddish Brown,8068,203076,0.039728968465008174
2017.0,Sand Blue,640,203076,0.003151529476649136
2017.0,Sand Green,1675,203076,0.008248143552167662
2017.0,Tan,8759,203076,0.04313163544682779
2017.0,Trans-Bright Green,243,203076,0.001196596348165219
2017.0,Trans-Brown,476,203076,0.002343950048257795
2017.0,Trans-Clear,2645,203076,0.01302468041521401
2017.0,Trans-Dark Blue,422,203076,0.0020780397486655244
2017.0,Trans-Dark Pink,290,203076,0.00142803679410664
2017.0,Trans-Green,261,203076,0.0012852331146959758
2017.0,Trans-Light Blue,2086,203076,0.010272016387953279
2017.0,Trans-Medium Blue,63,203076,0.00031022868285764934
2017.0,Trans-Neon Green,113,203076,0.0005564419232208631
2017.0,Trans-Neon Orange,524,203076,0.0025803147590064803
2017.0,Trans-Orange,916,203076,0.004510626563454076
2017.0,Trans-Purple,263,203076,0.0012950816443105045
2017.0,Trans-Red,1351,203076,0.006652681754614036
2017.0,Trans-Yellow,995,203076,0.004899643483227954
2017.0,White,21554,203076,0.1061376036557742
2017.0,Yellow,4931,203076,0.02428154976462014
2017.0,Yellowish Green,241,203076,0.0011867478185506905
2017.0,[No Color/Any Color],1036,203076,0.005101538340325789
2018.0,Black,36043,206548,0.17450181071712145
2018.0,Blue,8490,206548,0.04110424695470302
2018.0,Bright Green,749,206548,0.003626275732517381
2018.0,Bright Light Blue,157,206548,0.0007601138718360865
2018.0,Bright Light Orange,1393,206548,0.0067441950539341945
2018.0,Bright Light Yellow,325,206548,0.0015734841295969944
2018.0,Bright Pink,905,206548,0.0043815481147239385
2018.0,Chrome Gold,15,206548,7.26223444429382e-05
2018.0,Chrome Pink,1,206548,4.841489629529213e-06
2018.0,Chrome Silver,28,206548,0.00013556170962681797
2018.0,Dark Azure,1536,206548,0.007436528070956872
2018.0,Dark Blue,3184,206548,0.015415302980421016
2018.0,Dark Bluish Gray,18548,206548,0.08979994964850785
2018.0,Dark Brown,662,206548,0.0032050661347483396
2018.0,Dark Green,1293,206548,0.006260046090981273
2018.0,Dark Orange,541,206548,0.0026192458895753046
2018.0,Dark Pink,827,206548,0.00400391192362066
2018.0,Dark Purple,1095,206548,0.0053014311443344885
2018.0,Dark Red,2877,206548,0.013928965664155548
2018.0,Dark Tan,4346,206548,0.021041113929933963
2018.0,Dark Turquoise,626,206548,0.0030307725080852875
2018.0,Flat Silver,2060,206548,0.00997346863683018
2018.0,Glitter Trans-Neon Green,2,206548,9.682979259058426e-06
2018.0,Glitter Trans-Purple,5,206548,2.420744814764607e-05
2018.0,Glow in Dark White,34,206548,0.00016461064740399327
2018.0,Green,3515,206548,0.017017836047795186
2018.0,Lavender,333,206548,0.0016122160466332282
2018.0,Light Aqua,359,206548,0.0017380947770009876
2018.0,Light Bluish Gray,30746,206548,0.1488564401495052
2018.0,Light Nougat,4,206548,1.9365958518116853e-05
2018.0,Lime,2115,206548,0.010239750566454287
2018.0,Magenta,685,206548,0.0033164203962275113
2018.0,Medium Azure,1134,206548,0.005490249239886128
2018.0,Medium Blue,667,206548,0.0032292735828959853
2018.0,Medium Lavender,522,206548,0.0025272575866142496
2018.0,Medium Nougat,1252,206548,0.006061545016170575
2018.0,Metallic Gold,49,206548,0.00023723299184693147
2018.0,Metallic Silver,219,206548,0.0010602862288668978
2018.0,Nougat,6,206548,2.904893777717528e-05
2018.0,Olive Green,642,206548,0.003108236342157755
2018.0,Orange,3165,206548,0.01532331467745996
2018.0,Pearl Copper,11,206548,5.325638592482135e-05
2018.0,Pearl Gold,2593,206548,0.012553982609369251
2018.0,Pearl Titanium,324,206548,0.0015686426399674652
2018.0,Red,11021,206548,0.05335805720704146
2018.0,Reddish Brown,9709,206548,0.04700602281309913
2018.0,Sand Blue,324,206548,0.0015686426399674652
2018.0,Sand Green,906,206548,0.0043863896043534675
2018.0,Tan,13527,206548,0.06549083021864167
2018.0,Trans-Bright Green,331,206548,0.0016025330673741698
2018.0,Trans-Brown,491,206548,0.0023771714080988438
2018.0,Trans-Clear,2763,206548,0.013377035846389216
2018.0,Trans-Dark Blue,327,206548,0.0015831671088560528
2018.0,Trans-Dark Pink,379,206548,0.001834924569591572
2018.0,Trans-Green,353,206548,0.0017090458392238124
2018.0,Trans-Light Blue,1924,206548,0.009315026047214207
2018.0,Trans-Medium Blue,7,206548,3.389042740670449e-05
2018.0,Trans-Neon Green,175,206548,0.0008472606851676124
2018.0,Trans-Neon Orange,328,206548,0.001588008598485582
2018.0,Trans-Orange,976,206548,0.004725293878420513
2018.0,Trans-Purple,282,206548,0.0013653000755272382
2018.0,Trans-Red,1197,206548,0.005795263086546469
2018.0,Trans-Yellow,936,206548,0.004531634293239344
2018.0,White,20690,206548,0.10017042043495943
2018.0,Yellow,5395,206548,0.026119836551310106
2018.0,Yellowish Green,69,206548,0.00033406278443751575
2018.0,[No Color/Any Color],355,206548,0.0017187288184828708
2019.0,Black,37693,223400,0.16872426141450314
2019.0,Blue,8637,223400,0.03866159355416294
2019.0,Bright Green,1030,223400,0.004610564010743062
2019.0,Bright Light Blue,138,223400,0.0006177260519247985
2019.0,Bright Light Orange,1352,223400,0.006051924798567592
2019.0,Bright Light Yellow,344,223400,0.001539838854073411
2019.0,Bright Pink,1143,223400,0.005116383169203223
2019.0,Chrome Gold,17,223400,7.609668755595345e-05
2019.0,Coral,390,223400,0.0017457475380483437
2019.0,Dark Azure,1183,223400,0.005295434198746643
2019.0,Dark Blue,4552,223400,0.02037600716204118
2019.0,Dark Bluish Gray,22732,223400,0.10175470008952552
2019.0,Dark Brown,1727,223400,0.007730528200537153
2019.0,Dark Green,1477,223400,0.006611459265890779
2019.0,Dark Orange,1856,223400,0.008307967770814682
2019.0,Dark Pink,792,223400,0.0035452103849597134
2019.0,Dark Purple,1040,223400,0.004655326768128917
2019.0,Dark Red,2353,223400,0.010532676812891674
2019.0,Dark Tan,3949,223400,0.017676812891674127
2019.0,Dark Turquoise,824,223400,0.0036884512085944496
2019.0,Flat Silver,1751,223400,0.007837958818263204
2019.0,Glitter Trans-Clear,1,223400,4.476275738585497e-06
2019.0,Glitter Trans-Dark Pink,20,223400,8.952551477170994e-05
2019.0,Glitter Trans-Light Blue,25,223400,0.00011190689346463742
2019.0,Glitter Trans-Purple,37,223400,0.0001656222023276634
2019.0,Green,2771,223400,0.012403760071620413
2019.0,Lavender,263,223400,0.0011772605192479856
2019.0,Light Aqua,506,223400,0.0022649955237242616
2019.0,Light Bluish Gray,34129,223400,0.15277081468218442
2019.0,Lime,1815,223400,0.008124440465532677
2019.0,Magenta,921,223400,0.0041226499552372425
2019.0,Medium Azure,1429,223400,0.006396598030438675
2019.0,Medium Blue,326,223400,0.001459265890778872
2019.0,Medium Lavender,391,223400,0.0017502238137869293
2019.0,Medium Nougat,2390,223400,0.010698299015219338
2019.0,Metal,1,223400,4.476275738585497e-06
2019.0,Metallic Gold,162,223400,0.0007251566696508505
2019.0,Metallic Silver,245,223400,0.0010966875559534467
2019.0,Nougat,1,223400,4.476275738585497e-06
2019.0,Olive Green,977,223400,0.004373321396598031
2019.0,Orange,2549,223400,0.011410026857654432
2019.0,Pearl Copper,20,223400,8.952551477170994e-05
2019.0,Pearl Gold,3107,223400,0.013907788719785139
2019.0,Pearl Titanium,637,223400,0.0028513876454789614
2019.0,Red,11165,223400,0.04997761862130707
2019.0,Reddish Brown,11826,223400,0.052936436884512085
2019.0,Sand Blue,528,223400,0.0023634735899731424
2019.0,Sand Green,1988,223400,0.008898836168307969
2019.0,Tan,10168,223400,0.045514771709937334
2019.0,Trans-Bright Green,206,223400,0.0009221128021486124
2019.0,Trans-Brown,487,223400,0.002179946284691137
2019.0,Trans-Clear,2302,223400,0.010304386750223814
2019.0,Trans-Dark Blue,434,223400,0.0019427036705461057
2019.0,Trans-Dark Pink,386,223400,0.001727842435094002
2019.0,Trans-Green,263,223400,0.0011772605192479856
2019.0,Trans-Light Blue,2380,223400,0.010653536257833482
2019.0,Trans-Neon Green,180,223400,0.0008057296329453894
2019.0,Trans-Neon Orange,74,223400,0.0003312444046553268
2019.0,Trans-Orange,1183,223400,0.005295434198746643
2019.0,Trans-Purple,177,223400,0.000792300805729633
2019.0,Trans-Red,996,223400,0.004458370635631155
2019.0,Trans-Yellow,540,223400,0.0024171888988361685
2019.0,White,23997,223400,0.10741718889883617
2019.0,Yellow,5898,223400,0.02640107430617726
2019.0,Yellowish Green,202,223400,0.0009042076991942704
2019.0,[No Color/Any Color],317,223400,0.0014189794091316024
2020.0,Black,48731,258569,0.18846420104498218
2020.0,Blue,9632,258569,0.03725117860222996
2020.0,Bright Green,1347,258569,0.0052094411936465706
2020.0,Bright Light Blue,201,258569,0.0007773553674261029
2020.0,Bright Light Orange,1914,258569,0.007402279468923189
2020.0,Bright Light Yellow,1640,258569,0.00634260100785477
2020.0,Bright Pink,2009,258569,0.007769686234622093
2020.0,Chrome Black,1,258569,3.8674396389358355e-06
2020.0,Chrome Gold,6,258569,2.3204637833615013e-05
2020.0,Coral,748,258569,0.0028928448499240048
2020.0,Dark Azure,1301,258569,0.005031538970255522
2020.0,Dark Blue,3517,258569,0.013601785210137333
2020.0,Dark Bluish Gray,19702,258569,0.07619629576631383
2020.0,Dark Brown,2026,258569,0.007835432708484002
2020.0,Dark Green,1097,258569,0.004242581283912611
2020.0,Dark Orange,1664,258569,0.00643541955918923
2020.0,Dark Pink,1988,258569,0.007688470002204441
2020.0,Dark Purple,1203,258569,0.00465252988563981
2020.0,Dark Red,3113,258569,0.012039339596007255
2020.0,Dark Tan,6540,258569,0.025293055238640363
2020.0,Dark Turquoise,1953,258569,0.007553109614841686
2020.0,Flat Silver,2028,258569,0.007843167587761874
2020.0,Glitter Trans-Clear,24,258569,9.281855133446005e-05
2020.0,Glitter Trans-Dark Pink,18,258569,6.961391350084504e-05
2020.0,Glitter Trans-Light Blue,27,258569,0.00010442087025126755
2020.0,Glitter Trans-Orange,1,258569,3.8674396389358355e-06
2020.0,Glitter Trans-Purple,31,258569,0.00011989062880701089
2020.0,Glow in Dark White,3,258569,1.1602318916807506e-05
2020.0,Green,3163,258569,0.012232711577954048
2020.0,Lavender,785,258569,0.0030359401165646308
2020.0,Light Aqua,789,258569,0.003051409875120374
