fig_num,num_distinct_colors,fig_name,num_parts
fig-010192,3,"Chef - White Torso, White Legs, White Hat - Toronto",4
fig-010193,2,"Prisoner - White Torso, Black Legs, Black Hair",4
fig-010194,2,"Red Torso, Orange Legs, Dark Brown Hair",4
fig-010195,2,"White Torso, Green Legs, Black Hair - Toronto",4
fig-010196,2,"Black Torso, Black Legs, Dark Brown Hair - Victor",4
fig-010197,2,"Chef - White Torso, White Legs, White Hat - Victor",4
fig-010198,2,"White Torso, Green Legs, Lime Cap - Victor",4
fig-010199,3,"Astronaut - White Torso and Legs, No Visor",3
fig-010200,3,"Dark Blue Torso, Dark Tan Legs, Dark Azure Helmet",4
fig-010201,22,"Professor Dolores Umbridge, Magenta Dress",4
fig-010202,22,Iron Golem,43
fig-010203,2,"Flower - Green Torso and Legs,  Bright Light Blue Flower",4
fig-010204,2,Butterfly Girl,5
fig-010205,2,Chocolate Bunny,4
fig-010206,10,Play Day Cognitive,4
fig-010207,10,Play Day Creative,4
fig-010208,10,Play Day Emotional,4
fig-010209,10,Play Day Physical,4
fig-010210,10,Play Day Social,4
fig-010211,2,"White Torso, Red Legs, Reddish Brown Hair - Indianapolis",4
fig-010212,2,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Indianapolis",4
fig-010213,2,"Dark Blue Torso, Orange Legs, Red Cap - Indianapolis",4
fig-010214,2,"Dark Blue Torso, Tan Legs, Dark Orange Hair - Elizabeth, NJ",4
fig-010215,2,"Black Torso, Black Legs, Dark Brown Hair - Elizabeth, NJ",4
fig-010216,2,"Orange Torso, Blue Legs, Yellow Hat - Elizabeth, NJ",4
fig-010217,2,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Toronto",4
fig-010218,2,"White Torso, Red Legs, Reddish Brown Hair - Toronto",4
fig-010219,2,"Dark Blue Torso, Orange Legs, Red Cap - Toronto",4
fig-010220,2,"Black Torso, Black Legs, Dark Brown Hair - Peabody",4
fig-010221,2,"White Torso, Green Legs, Lime Cap - Peabody",4
fig-010222,2,"Orange Torso, Blue Legs, Yellow Hat - Peabody",4
fig-010223,2,"Dark Blue Torso, Orange Legs, Red Cap - Beachwood",4
fig-010224,2,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair - Beachwood",4
fig-010225,2,"White Torso, Red Legs, Reddish Brown Hair - Beachwood",4
fig-010226,3,"Knight - Light Bluish Grey Armour, Helmet - Lynnwood",4
fig-010227,3,"White Torso, Dark Blue Legs, Dark Brown Hair - Lynnwood",4
fig-010228,3,"Chef - White Torso, White Legs, White Hat - Lynnwood",4
fig-010229,2,"White Torso, Green Legs, Black Hair - Edmonton",4
fig-010230,2,"Dark Purple Torso, Dark Purple Legs, Dark Brown Hair - Edmonton",4
fig-010231,2,"Green Torso, Blue Legs, Dark Brown Hair - Edmonton",4
fig-010232,3,"Lime Torso, Black Legs, Black Helmet - DesPeres",5
fig-010233,3,"White Torso, Tan Legs, Black Hair - DesPeres",4
fig-010234,3,"Chef - White Torso, White Legs, White Hat - DesPeres",4
fig-010235,22,"Dark Bluish Grey Torso, Sand Green Legs, Tan Hair",4
fig-010236,22,"Black Torso, Dark Tan Legs, Medium Nougat Hair",4
fig-010237,22,"Black Torso, Light Bluish Grey Legs, Black Hair",4
fig-010238,22,"Dark Bluish Grey Torso, Dark Red Legs, Reddish Brown Hair",4
fig-010239,22,"Sand Blue Torso, Olive Green Legs, Medium Nougat Hair",4
fig-010240,22,"Black Torso, Dark Brown Legs, Reddish Brown Hair",4
fig-010241,10,Cole - Spinjitzu Burst,4
fig-010243,10,Kai - Spinjitzu Burst,4
fig-010244,12,Lloyd - Spinjitzu Burst,4
fig-010245,3,"Chef - White Torso, White Legs - Vancouver",4
fig-010246,3,"Orange Torso, Orange Legs, Reddish Brown Hair - Vancouver",4
fig-010247,3,"Pirate - Black Torso, Black Leg, Peg Leg - Vancouver",4
fig-010248,17,Mechanical Death Eater,8
fig-010249,14,AIM Agent - Visor,5
fig-010250,15,Pepper Potts / Rescue - Red Armour,4
fig-010251,27,Red Skull,3
fig-010252,27,Iron Man Mark 30 Armor / Tazer (Blue Steel) Armor,5
fig-010253,27,Iron Man Mark 22 Armor / Blazer (Hot Rod) Armor,4
fig-010254,7,"Police - Black Jacket, Black Legs, White Helmet",5
fig-010255,20,Train Conductor - Medium Blue,4
fig-010256,20,"Train Conductor - Medium Blue, Female",4
fig-010257,4,"Pete Peterson, Possessed",4
fig-010258,21,"Autumn - Bright Pink Top, Sand Green Shorts",4
fig-010259,24,Hex,3
fig-010260,24,Valorie,3
fig-010261,24,Hal,3
fig-010262,24,Hedwig / Adriene,3
fig-010263,4,"Batman, Dark Bluish Gray Suit, Black Cowl, Neck Bracket with Bars",5
fig-010264,4,Scuba Diver,6
fig-010265,15,Tygurah (Big Fig),8
fig-010266,4,Dirk Drifter,5
fig-010267,10,Plankton - Helmet,10
fig-010268,14,Plankton,5
fig-010269,4,"Scott Francis, Possessed",4
fig-010270,26,Spider Queen,5
fig-010271,28,Silver Horn Demon,5
fig-010272,28,Gold Horn Demon,5
fig-010273,28,Chen,4
fig-010274,28,Wang,4
fig-010275,26,Uncle Zhang,4
fig-010276,26,"Iron Man Mark 43 Armor, Visor Printed on Helmet, Plain Trans-Clear Head",4
fig-010278,26,Tony Stark - Light Bluish Grey Shirt,4
fig-010279,26,Iron Man Mark 2 Armor,4
fig-010280,19,Rivera,5
fig-010281,19,"Pilot - White Torso, Dark Blue Legs, White Helmet",5
fig-010282,19,"Pilot - White Torso, Red Legs, White Helmet",5
fig-010283,13,Man - Tan Mummy Costume,4
fig-010284,13,"Kid - Black Torso, Dark Green Legs, Dark Orange Hair",4
fig-010285,21,Clara the Criminal,4
fig-010286,21,"Duke Detain, Helmet and Goggles",5
fig-010287,20,"Sam Grizzled, Helmet and Goggles",5
fig-010288,21,Hacksaw Hank,4
fig-010289,19,"Vito, Red Shirt",4
fig-010290,19,"Rooky Partnur, White Helmet, Black Goggles",5
fig-010291,9,"Clone Trooper, 501st Legion, White Arms",4
fig-010292,9,"Jet Trooper, 501st Legion",5
fig-010293,13,"Anakin Skywalker, Pilot Uniform, Printed Headset, No Collar",4
fig-010294,20,Ahsoka Tano (Adult),4
fig-010295,18,"Clone Trooper, 332nd Company, Orange Markings",4
fig-010296,15,Cardo / Knight of Ren,4
fig-010297,15,Kuruk / Knight of Ren,4
fig-010298,3,Lloyd / Digi Lloyd,4
fig-010299,20,"General Maximillian Veers, Sand Blue Helmet with Visor",4
fig-010301,19,"Darth Vader, White Skin, 19888 Cape, Stripes on Legs",6
fig-010302,19,"Emperor Palpatine, Tan Skin, Open Hood (19888 Cape)",5
fig-010304,18,"Darth Vader, White Skin, 50231 Cape, Robe Hem and Stripes on Legs, Printed Arms",6
fig-010305,18,Lieutenant Bek,3
fig-010306,18,Vi Moradi,4
fig-010307,18,"Astromech Droid, U5-GG",4
fig-010308,18,Gnk Power Droid (Gonk) - Sand Green,16
fig-010310,20,"Clone Trooper, Airborne, Orange Markings",5
fig-010311,19,Iron Man - Nanofig,2
fig-010312,2,Skulkin,6
fig-010313,5,"White Torso, Blue Legs, Red Hat",4
fig-010314,13,"Batman, Pearl Titanium Suit, Pearl Dark Gray Cowl, Armor, Glow in the Dark Head",5
fig-010315,21,Zobo - Farmer Outfit,13
fig-010316,18,"Andrea - White Top, Bright Light Orange Skirt, Medium Azure Flower",5
fig-010318,27,"Mia - Medium Azure Shirt, Magenta Skirt, Veterinarian, Nurse Hat",5
fig-010319,27,"Olivia - Dark Pink Top, Medium Lavender Skirt",4
fig-010320,44,"Olly - Animal Print Shirt, Dark Azure Pants, Black Shoes",4
fig-010322,17,"Mia - Lime Top, Dark Purple Skirt",4
fig-010323,35,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Magenta Headphone",5
fig-010324,13,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Sunglasses",5
fig-010326,13,"Olivia - Magenta Top, Bright Light Yellow Skirt, Pink Flower",5
fig-010327,12,"Emma - Medium Lavender Dotted Top, Dark Purple Skirt, Bow",5
fig-010328,27,"Emma - White Top, Magenta Apron, Flower",5
fig-010329,27,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Sunglasses",5
fig-010331,2,"Kate - Medium Azure Top, White Trousers, Black Hair",4
fig-010332,20,"Stephanie - White Top, Magenta Skirt, Medium Azure Bow",5
fig-010333,24,"Emma - Medium Lavender Dotted Top, Dark Purple Skirt, Bow",5
fig-010335,26,"Olivia - Magenta Top, Bright Light Yellow Skirt, Sunglasses",5
fig-010336,28,"Liam - Bright Green/Yellow Shirt, Sand Blue Trousers, Life Vest",5
fig-010337,10,"Stephanie - Medium Azure Top, Dark Blue Skirt, Bow",5
fig-010338,39,"Mia - Lime/Azure Wet Suit, Sunglasses",5
fig-010339,20,"Stephanie - Medium Azure Top, Dark Blue Skirt, Sunglasses",5
fig-010340,14,"Mia - Dark Purple Top, Lime Trousers, Sunglasses",5
fig-010341,45,"Olivia - Sand Blue Jacket, Dark Pink Skirt, Bow",5
fig-010342,22,"Mia - Orange Top, Olive Green Skirt, Sunglasses",5
fig-010344,39,"Olivia - Dark Pink Wet Suit, Flower",5
fig-010345,39,"Zobo - Diving Helmet,. Propeller",15
fig-010346,29,Zobo - Flipper,9
fig-010347,14,"Zobo - Dark Blue Cap, Roller Skate",8
fig-010348,9,"Zobo - Lever, Roller Skate",7
fig-010349,13,Zobo - Roller Skate,7
fig-010350,9,"Zobo - Roller Skate, Trans-Yellow Tile",9
fig-010351,31,Zobo - Santa Claus,13
fig-010353,14,"Unikitty, Dark Azure Foot, Closed Eyes",14
fig-010355,13,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Bow",5
fig-010356,24,"Mia - Medium Blue Top, Lime Shorts, Sunglasses",5
fig-010357,44,Gwen,4
fig-010358,27,"Blue Torso, Dark Blue Legs, Dark BLuish Grey Hair - With Back Print",4
fig-010359,44,Martin,4
fig-010360,39,"Black Torso Jacket, Light Bluish grey Legs, Dark Orange Hair - Pockets",4
fig-010361,44,Ella - Bright Light Yellow,3
fig-010362,46,Jonathan - Reddish Brown Hair,4
fig-010363,38,Ley-La - Gold Outfit,5
fig-010364,25,Unikitty / Biznis Kitty,14
fig-010365,38,Alexander,4
fig-010366,1,"Unikitty, Light Aqua Foot, Open Mouth, Eyebrows / Cutesykitty (Cutesy Kitty)",14
fig-010367,17,Benny's Droid,8
fig-010368,17,Benny's Droid,8
fig-010369,18,LEGOLAND Park Employee,4
fig-010370,18,"Dark Purple Torso, Lime Legs, Reddish Brown Hair",4
fig-010371,18,"Kid - White Torso, Blue Legs, Black Hair",4
fig-010372,18,"Kid - Green Torso, Sand Blue Legs, Black Hair",4
fig-010373,38,"Andrea - Adult, Lime Top, Silver Skirt",4
fig-010374,9,"Woman, White Top with Red Necklace, Red Legs, Black Hair (3626a Head)",4
fig-010375,9,"Woman - White Torso, Red Necklace, Red Legs, Brown Hair (3626a Head)",4
fig-010376,9,"White Torso, Blue Overall, Blue Cap",4
fig-010377,9,"Red Torso, Black Legs, Black Hair",4
fig-010378,9,"Blue Torso, White Legs, Black Hair",4
fig-010379,9,"Blue Torso, White Legs, Brown Hair",4
fig-010380,0,"Ninja, Red - Re-issue",4
fig-010381,38,Nabil,4
fig-010382,3,Love Elephant,4
fig-010383,13,"Woman, Pink Top with Spots, Yellow Legs, Brown Hair - Closed Mouth",4
fig-010385,20,"Snowtrooper, White Hips, Printed Legs, Dark Tan Hands (3626cpr1709 Head)",4
fig-010386,20,"Snowtrooper, White Hips, Printed Legs, Dark Tan Hands (3626cpr1587 Head)",4
fig-010387,20,"AT-AT Driver - Light Bluish Grey Helmet, Sand Blue Legs",4
fig-010388,29,"AT-AT Driver - Light Bluish Grey Helmet, Sand Blue Legs",4
fig-010389,32,Trolls - Hickory with Hat Camera,10
fig-010390,32,Trolls - Poppy with Metallic Silver Flower,6
fig-010391,32,Trolls - Branch with Metallic Silver Sunglasses,5
fig-010392,32,Trolls - Cooper with Metallic Silver Heart,4
fig-010393,32,Trolls - Funk Troll,4
fig-010394,13,"Woman, Red Swimsuit, Black Hair - Closed Mouth",4
fig-010395,12,"Woman, Pink Top with Spots, White Legs, Brown Hair - Closed Mouth",4
fig-010396,16,Venom - Arms on Back,8
fig-010397,1,Tom Riddle (Voldemort),4
fig-010398,14,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Black Legs, Reddish Brown Hair, Goatee Beard",4
fig-010399,17,"White Torso, Blue Overall, Orange Cap",4
fig-010400,3,Ice Wizard,4
fig-010401,3,"Kid - White Torso, Blue Legs, White Hat",4
fig-010402,1,Batman of Zur-En-Arrh,5
fig-010403,1,Droid-Samurai,30
fig-010404,5,Ninjago Training Droid,17
fig-010405,6,Classic Space Droid - Blue,10
fig-010406,6,"Classic Space Droid - Blue, Round Base",9
fig-010407,4,Classic Space Droid - Black and Grey,15
fig-010408,6,"Classic Space Droid - Black and Grey, Hinge Base",10
fig-010409,5,Classic Space Droid - Blue with Black Antenna,9
fig-010410,7,"Classic Space Droid - Black, Hinge Base Trans-Yellow Eyes",12
fig-010411,0,"Classic Space Droid - Black, Hinge Base Trans-Yellow Eyes, Bar",13
fig-010412,5,Classic Space Droid - Blue and Grey,12
fig-010413,4,"Classic Space Droid - Black, Rocket Base",5
fig-010414,6,Blacktron Droid - Black,5
fig-010415,5,Futuron Droid - Black and White,10
fig-010416,3,"Classic Space Droid - Grey, Rocket Base",6
fig-010417,3,"Classic Space Droid - Grey, Control Panel",7
fig-010418,4,Futuron Droid - Blue,6
fig-010419,5,M:Tron Droid,12
fig-010420,5,"Futuron Droid - Black, Trans-Yellow Eyes",7
fig-010421,13,Space Police 3 Droid,10
fig-010422,4,"Futuron Droid - Black and White, Trans-Red Eye",8
fig-010423,8,"Classic Spaceman, Red with Airtanks (3842a Helmet), Plain Torso",5
fig-010424,8,"Classic Spaceman, White with Airtanks (3842a Helmet), Plain Torso",5
fig-010425,19,Space Police 3 Droid - K99,10
fig-010426,5,"Classic Spaceman, Yellow with Jetpack (3842b Helmet)",9
fig-010427,5,"Classic Spaceman, Black with Jetpack (3842b Helmet)",9
fig-010428,10,"Launch Command - Astronaut, Helmet, Trans-Neon Green Visor, Blue Airtanks",6
fig-010429,11,"Astromech Droid, R5-D4, Long Stripes, 30361c Body",4
fig-010430,5,"Emperor Palpatine, Yellow Skin, Black Hands",5
fig-010431,15,Pit Droid - Brown and White (Anakin),12
fig-010432,15,Pit Droid - Brown and White (Gasgano),12
fig-010433,15,Pit Droid - Brown and White (Sebulba),12
fig-010434,11,GNK Power Droid (Gonk) - Light/Dark grey,7
fig-010435,16,GNK Power Droid (Gonk) - Dark Bluish Grey,7
fig-010436,11,B'Omarr Monk,13
fig-010437,15,Buzz Droid - 30367c,13
fig-010438,17,Buzz Droid - 30367b,13
fig-010439,6,Medical Droid,21
fig-010440,16,Treadwell Droid,18
fig-010441,16,"Astromech Droid, R1-G4, Plain Dome",12
fig-010442,42,"Mouse Droid (MSE-6-series Repair Droid) - Dark Bluish Gray, Solid Stud",9
fig-010443,48,"Astromech Droid, R2-D2, Flat Silver Dome, Dark Blue Print with Lavender Dots",4
fig-010444,0,"Mouse Droid (MSE-6-series Repair Droid), Light Bluish Grey",9
fig-010445,16,"C-3PO - Pearl Gold Body, Pearl Light Gold Hands",3
fig-010446,16,"Imperial Probe Droid (White Dish Stand, Lever on Top)",21
fig-010447,13,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Plain Black Head, Dotted Mouth print",5
fig-010448,23,Interrogation Droid,9
fig-010449,10,Cruz Ramirez,21
fig-010450,11,Sentry Droid,8
fig-010451,17,DRK-1 Dark Eye Probe Droid,7
fig-010452,24,B'Omarr Monk,12
fig-010453,6,DRK-1 Dark Eye Probe Droid (Black with Stand),10
fig-010454,20,"GNK Power Droid (Gonk) - Light Bluish Grey Body, Dark Bluish Grey Legs",14
fig-010455,18,"Imperial Probe Droid (Trans Clear Dish Stand, Lever on Top)",25
fig-010456,9,Holocron Droid,15
fig-010457,16,Buzz Droid with Zip Line Handle,16
fig-010458,18,Treadwell Droid,21
fig-010459,18,GNK Power Droid (Gonk) - Dark Bluish Grey,17
fig-010460,18,Mini Treadwell Droid,6
fig-010461,0,Spy Droid,22
fig-010462,18,"Astromech Droid, R1-G4, Decorated Truncated Cone",18
fig-010463,18,DRK-1 Dark Eye Probe Droid,7
fig-010464,26,"Astromech Droid, R2-D2, Reindeer",6
fig-010465,26,LIN Demolitionmech Droid,10
fig-010466,26,Imperial Probe Droid - Mini,10
fig-010467,13,Imperial Probe Droid - Reddish Brown Plate,22
fig-010468,0,Imperial Probe Droid - Dark Bluish Grey Plate,21
fig-010469,21,GNK Power Droid (Gonk) - Reddish Brown,21
fig-010470,26,Interrogation Droid - Syringe,9
fig-010471,0,Worker Droid,30
fig-010472,14,FX-Series Medical Assistant Droid,22
fig-010473,14,Prowler 1000 Exploration Droid,8
fig-010474,14,Imperial Probe Droid - With Stand,21
fig-010475,2,Imperial Probe Droid - Without Stand,19
fig-010476,16,First Order Medical Droid,10
fig-010477,0,"Dwarf Spider Droid, Black Dome",23
fig-010478,16,FX-7 Medical Assistant Droid,21
fig-010479,28,"Mouse Droid (MSE-6-series Repair Droid), Clip on Top",6
fig-010480,8,Praetorian Training Droid,14
fig-010481,13,"Mouse Droid (MSE-6-series Repair Droid) - Dark Bluish Gray, Open Stud",9
fig-010482,12,Imperial Probe Droid,19
fig-010483,23,GNK Power Droid (Gonk) - Festive Version,19
fig-010484,4,GNK Power Droid (Gonk) - Dark Turquoise,23
fig-010485,4,Mouse Droid (MSE-6-series Repair Droid) - Sloped Sides,16
fig-010486,7,"Technic Figure Black/Light Gray Legs, Dark Turquoise Torso with Yellow, Black, Silver Print, Light Gray Mechanical Left Arm - Printed Helmet",3
fig-010487,9,"Technic Figure Black/Light Gray Legs, Dark Turquoise Torso with Yellow, Black, Silver Print, Light Gray Mechanical Left Arm - Dark Turquoise Helmet",3
fig-010488,10,"Technic Figure Black Legs, Light Gray Top with 2 Brown Belts, Black Arms - Black Helmet",3
fig-010489,8,"Technic Figure Black Legs, White Top with Police Logo, Black Arms - White Helmet",3
fig-010490,9,"Technic Figure Blue Legs, Light Gray Top with Wave and Orca Print, Blue Arms - White Helmet",3
fig-010491,9,"Technic Figure Blue Legs, Light Gray Top with Wave and Orca Print, Blue Arms - Blue Helmet",3
fig-010492,8,"Technic Figure Red Legs, Red Top with Fire Print, Black Arms - Red Helmet",3
fig-010493,9,"Technic Figure Orange/Black Legs, Orange Torso with Silver Print, Black Arms, Black Hair - Dark Turquoise Helmet",3
fig-010494,10,"Technic Figure Blue Legs, Red Top with Zip, Blue Arms, Black Hair - White Helmet",3
fig-010495,10,"Technic Figure Yellow Legs, Yellow Top [Power Puller Driver] - Yellow Helmet",3
fig-010496,1,"Technic Figure Blue Legs, Blue Top with Technic Logo, Black Hair and Sunglasses - Black Helmet",3
fig-010497,1,"Technic Figure Red Legs, Red Top with Technic Logo and Black Hair - White Helmet",3
fig-010498,8,"Technic Figure Cyborg, Black Legs, Purple Armour, Mechanical Arms, Dark Gray Head, Cyborg Eyepiece - Purple Vest",2
fig-010499,0,"Technic Figure White Legs, White Top with Red Vest, Red Arms, Black Hair - Red Helmet",3
fig-010500,7,"Technic Figure White Legs, White Top with Red Arrow Stripes Print, Blue Arms - Blue Helmet",3
fig-010501,10,"Technic Figure Blue Legs, White Top with Zip & Shoulder Harness Print, Blue Arms - Blue Helmet",3
fig-010502,6,"Technic Figure Blue Legs, White Top with Zip & Shoulder Harness Print, Blue Arms - White Helmet",3
fig-010503,5,"Technic Figure White Legs, White Top with Red Stripes Print, Black Arms [Skier] - White Helmet",3
fig-010504,8,"Technic Figure Blue Legs, Red Top with Zipper Print, Black Arms - White Helmet",3
fig-010505,2,Kai / Digi Kai,4
fig-010506,48,"Ron Weasley, Closed Gryffindor Robe with Crest",4
fig-010507,48,"Hermione Granger, Gryffindor Robe Closed with Crest, Short Legs",4
fig-010508,48,"Harry Potter, Closed Gryffindor Robes with Crest",4
fig-010509,48,"Molly Weasley, Dark Brown Robes",4
fig-010510,48,"Professor Gilderoy Lockhart, Medium Lavender Outfit",5
fig-010511,48,"George Weasley in Reddish Brown Suit, Dark Orange Tie",4
fig-010512,48,"Fred Weasley in Reddish Brown Suit, Dark Red Tie",4
fig-010513,48,"Ginny Weasley, Magenta Torso, Short Legs",4
fig-010514,54,"Draco Malfoy, Closed Slytherin Robes with Crest, Short Legs",4
fig-010515,48,"Lucius Malfoy, Black Robes with Dark Red Fur",4
fig-010516,48,Daily Prophet Photographer,4
fig-010517,48,"Garrick Ollivander, Dark Red Jacket, Hair Swept Back",4
fig-010518,48,Florean Fortescue,4
fig-010519,48,"Quality Quidditch Supplies Mannequin, Yellow",3
fig-010520,48,"Quality Quidditch Supplies Mannequin, Dark Blue",3
fig-010522,24,"Andrea - Dark Blue Top, Magenta Skirt, Sunglasses",5
fig-010524,20,"Olivia - Lavender Top, Dark Pink Skirt, Sunglasses",5
fig-010525,41,"Grogu / The Child (Baby Yoda), 25128 Body",2
fig-010527,23,"Scout Trooper, Dual Molded White and Black Helmet, Closed Mouth",4
fig-010528,18,Greef Karga,4
fig-010529,23,IG-11,9
fig-010530,48,"Harry Potter, Sand Blue Shirt, Short Dark Tan Legs, Dirty",4
fig-010532,20,"Stephanie - Medium Blue/Dark Purple Bikini, Bright Pink Skirt, Magenta Headphones",5
fig-010533,22,"Mia - Lime Top, Dark Purple Skirt, Sunglasses",5
fig-010534,24,"Emma - Dark Blue Top, Light Aqua Skirt, Sunglasses",5
fig-010535,33,"Aurora - Dark Pink Dress, Dark Azure/Blue Decorations",4
fig-010536,33,Maleficent - Dark Purple Cape,5
fig-010538,33,"Rapunzel - Medium Lavender Dress, Bows",6
fig-010539,33,"Flynn Rider - Dark Turquoise Vest, Thick Leg Hinge",4
fig-010540,11,"Engineer, Ferrari, Sunglasses, Yellow Hands",4
fig-010541,30,"Ms. Claus - Red Skirt, Reddish Brown Boots",4
fig-010542,30,Elf,3
fig-010543,30,Emma - Bright Light Blue Pajamas,4
fig-010545,24,Poe Dameron - Festive,4
fig-010547,24,"Darth Vader - Festive, Red Sweater",6
fig-010548,28,Duke Detain - Blue Christmas Sweater,4
fig-010549,28,"Rooky Partnur, White Helmet, Bright Light Blue Legs",5
fig-010550,28,Wheeler - Santa,6
fig-010551,29,Mighty Eagle,3
fig-010552,29,King Pig,4
fig-010553,29,Chef Pig,3
fig-010554,20,Pirate Pig,2
fig-010555,27,"Cho Chang, Light Aqua Brick-Built Dress",5
fig-010556,27,"Padma Patil, Coral and Dark Pink Dress",5
fig-010557,27,Parvati Patil,5
